Count.ID,State,Name,Jurisdiction,hifld_id,Address,City,Zipcode,Latitude,Longitude,County,County.FIPS,TYPE,POPULATION,SECURELVL,CAPACITY,federal_prison_type,Website
480,Hawaii,OCCC,Prison,10003691,2199 KAMEHAMEHA HIGHWAY,HONOLULU,96819,21.3298938192474,-157.884873958585,HONOLULU,15003,STATE,1419,NA,950,private,https://dps.hawaii.gov/blog/2020/03/17/coronavirus-covid-19-information-and-resources/
1470,Hawaii,SAGUARO,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dps.hawaii.gov/blog/2020/03/17/coronavirus-covid-19-information-and-resources/
481,Hawaii,STATEWIDE,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dps.hawaii.gov/blog/2020/03/17/coronavirus-covid-19-information-and-resources/
482,Hawaii,WCCC,Prison,10000126,42-477 KALANIANAOLE HWY,KAILUA,96734,21.3780250426941,-157.748449869478,HONOLULU,15003,STATE,272,MAXIMUM,260,private,https://dps.hawaii.gov/blog/2020/03/17/coronavirus-covid-19-information-and-resources/
483,Hawaii,WCF,Prison,10001191,94-560 KAMEHAMEHA HWY,WAIPAHU,96797,21.4446500282664,-157.960909245692,HONOLULU,15003,STATE,238,MINIMUM,334,private,https://dps.hawaii.gov/blog/2020/03/17/coronavirus-covid-19-information-and-resources/
484,Idaho,CAPP,Prison,10006544,15505 SOUTH PLEASANT VALLEY ROAD,KUNA,83634,43.4618374099021,-116.235773466309,ADA,16001,STATE,431,MINIMUM,442,private,https://www.idoc.idaho.gov/content/careers/covid-19
1471,Idaho,CENTRAL OFFICE,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.idoc.idaho.gov/content/careers/covid-19
1702,Idaho,DISTRICT 1,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.idoc.idaho.gov/content/careers/covid-19
1805,Idaho,DISTRICT 3,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.idoc.idaho.gov/content/careers/covid-19
1472,Idaho,DISTRICT 4,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.idoc.idaho.gov/content/careers/covid-19
1473,Idaho,DISTRICT 5,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.idoc.idaho.gov/content/careers/covid-19
485,Idaho,EAGLE PASS,Prison,NA,NA,NA,NA,NA,NA,NA,48323,NA,NA,NA,NA,NA,https://www.idoc.idaho.gov/content/careers/covid-19
486,Idaho,EBCRC,Prison,10001184,2366 OLD PENITENTIARY RD,BOISE,83712,43.603140926869,-116.163843927042,ADA,16001,STATE,109,MINIMUM,148,private,https://www.idoc.idaho.gov/content/careers/covid-19
487,Idaho,ICIO,Prison,10001172,381 WEST HOSPITAL DRIVE,OROFINO,83544,46.4919783618932,-116.260709469043,CLEARWATER,16035,STATE,576,MEDIUM,580,private,https://www.idoc.idaho.gov/content/careers/covid-19
488,Idaho,IFCRC,Prison,10001186,3955 BOMBARDIER AVE,IDAHO FALLS,83402,43.4623001533863,-112.063969292983,BONNEVILLE,16019,STATE,95,MINIMUM,108,private,https://www.idoc.idaho.gov/content/careers/covid-19
489,Idaho,IMSI,Prison,10001181,13500 S PLEASANT VALLEY RD,KUNA,83634,43.4793878563553,-116.218957433467,ADA,16001,STATE,1473,MEDIUM,1446,private,https://www.idoc.idaho.gov/content/careers/covid-19
490,Idaho,ISCC,Prison,10001183,14601 S PLEASANT VALLEY RD,KUNA,83634,43.471199435625,-116.237587428072,ADA,16001,STATE,2181,CLOSE,2170,private,https://www.idoc.idaho.gov/content/careers/covid-19
491,Idaho,ISCI,Prison,10001181,13500 S PLEASANT VALLEY RD,KUNA,83634,43.4793878563553,-116.218957433467,ADA,16001,STATE,1473,MEDIUM,1446,private,https://www.idoc.idaho.gov/content/careers/covid-19
492,Idaho,NCRC,Prison,10001177,1640 11TH AVE N,NAMPA,83687,43.5989147579268,-116.534783194263,CANYON,16027,STATE,96,MINIMUM,108,private,https://www.idoc.idaho.gov/content/careers/covid-19
493,Idaho,NICI,Prison,10001173,236 RADAR RD,COTTONWOOD,83522,46.0791730749084,-116.428058752967,IDAHO,16049,STATE,409,NA,414,private,https://www.idoc.idaho.gov/content/careers/covid-19
494,Idaho,PWCC,Prison,10001187,1451 FORE RD,POCATELLO,83204,42.8425622223865,-112.45063016886,BANNOCK,16005,STATE,323,MAXIMUM,331,private,https://www.idoc.idaho.gov/content/careers/covid-19
495,Idaho,SAWC,Prison,10001176,125 N 8TH W,ST ANTHONY,83445,43.9680984638474,-111.693541703805,FREMONT,16043,STATE,253,MINIMUM,262,private,https://www.idoc.idaho.gov/content/careers/covid-19
496,Idaho,SBWCC,Prison,10001185,13200 S PLEASANT VALLEY RD,KUNA,83634,43.48338,-116.23392,ADA,16001,STATE,293,MINIMUM,306,NA,https://www.idoc.idaho.gov/content/careers/covid-19
497,Idaho,SICI,Prison,10001181,13500 S PLEASANT VALLEY RD,KUNA,83634,43.4793878563553,-116.218957433467,ADA,16001,STATE,1473,MEDIUM,1446,private,https://www.idoc.idaho.gov/content/careers/covid-19
498,Idaho,STATEWIDE,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.idoc.idaho.gov/content/careers/covid-19
499,Idaho,TVCRC,Prison,10004339,14195 S PLEASANT VALLEY RD,KUNA,83634,43.6574178,-116.6678165,ADA,16001,STATE,102,MINIMUM,108,NA,https://www.idoc.idaho.gov/content/careers/covid-19
1748,Illinois,ALPHA HOUSE OF SPRINGFIELD,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
1474,Illinois,BIG MUDDY RIVER,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx
183,Illinois,CENTRAL TERRITORIAL OF THE SALVATION ARMY DBA SALVATION ARMY CORRECTIONAL SER RRC CHICAGO,Federal Prison,NA,825 N CHRISTIANA AVE,CHICAGO,60651,41.8957343999999,-87.7096727,NA,17031,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
1770,Illinois,CENTRALIA,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx
187,Illinois,CHICAGO IL,Federal NA,NA,NA,NA,NA,NA,NA,NA,17031,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
188,Illinois,CHICAGO MCC,Federal Prison,10001470,71 WEST VAN BUREN STREET,CHICAGO,60605,41.8765845252117,-87.6304821320131,COOK,17031,FEDERAL,668,MAXIMUM,668,BOP,https://www.bop.gov/coronavirus/
500,Illinois,COOK COUNTY,Jail,10000634,2700 SOUTH CALIFORNIA AVENUE,CHICAGO,60608,41.8407776672167,-87.696870560511,COOK,17031,COUNTY,8216,MAXIMUM,10000,private,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx
501,Illinois,CROSSROADS ATC,Prison,10000635,3210 WEST ARTHINGTON STREET,CHICAGO,60624,41.8704835745159,-87.706359377782,COOK,17031,STATE,327,MINIMUM,429,private,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx
502,Illinois,DANVILLE,Prison,10000662,3820 EAST MAIN STREET,DANVILLE,61834,40.1295667909211,-87.5364559331012,VERMILION,17183,STATE,1724,MEDIUM,1864,private,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx
1475,Illinois,DECATUR,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx
503,Illinois,DIXON CORRECTIONAL INSTITUTE,Prison,10000642,2600 NORTH BRINTON AVENUE,DIXON,61021,41.8737451004064,-89.4781731694838,LEE,17103,STATE,2051,MEDIUM,2529,private,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx
504,Illinois,EAST MOLINE,Prison,10000644,100 HILLCREST ROAD,EAST MOLINE,61244,41.5337290523413,-90.4191215104056,ROCK ISLAND,17161,STATE,1318,MINIMUM,1470,private,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx
505,Illinois,ELGIN TREATMENT CENTER,Prison,NA,NA,NA,NA,NA,NA,NA,17089,NA,NA,NA,NA,NA,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx
506,Illinois,FOX VALLEY ATC,Prison,10000638,1329 N LAKE ST,AURORA,60506,41.7879212524653,-88.3202915978952,KANE,17089,STATE,128,MINIMUM,130,private,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx
1476,Illinois,GENERAL OFFICE,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx
507,Illinois,GRAHAM,Prison,10000674,12078 ILLINOIS ROUTE 185,HILLSBORO,62049,39.1264896909498,-89.4749326230977,MONTGOMERY,17135,STATE,1919,MEDIUM,2013,private,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx
1424,Illinois,GREENVILLE FCI,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
508,Illinois,HILL,Prison,10000653,600 SOUTH LINWOOD ROAD,GALESBURG,61401,40.9397454826162,-90.4069579931376,KNOX,17095,STATE,1698,MEDIUM,1867,private,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx
1477,Illinois,ILLINOIS RIVER,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx
509,Illinois,JACKSONVILLE,Prison,10000671,2268 EAST MORTON AVENUE,JACKSONVILLE,62650,39.7266897576409,-90.1756144945182,MORGAN,17137,STATE,1008,MINIMUM,1628,private,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx
510,Illinois,JOLIET TREATMENT CENTER,Prison,10000646,2848 WEST MCDONOUGH,JOLIET,60436,41.5123466936532,-88.1526461410471,WILL,17197,STATE,181,MAXIMUM,486,private,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx
511,Illinois,KEWANEE LSRC,Prison,10004677,2021 KENTVILLE ROAD,KEWANEE,61443,41.253332089818,-89.8917123289119,HENRY,17073,STATE,274,NA,648,private,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx
1771,Illinois,LAWRENCE,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx
1478,Illinois,LINCOLN,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx
512,Illinois,LOGAN,Prison,10000665,1096 1350TH STREET,LINCOLN,62656,40.1140649,-89.3881401,LOGAN,17107,STATE,1510,MEDIUM,2284,NA,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx
281,Illinois,MARION USP,Federal Prison,10000694,4500 PRISON ROAD,MARION,62959,37.6631531394169,-88.9840613175104,WILLIAMSON,17199,FEDERAL,1129,MEDIUM,1129,BOP,https://www.bop.gov/coronavirus/
513,Illinois,MENARD,Prison,10000687,711 KASKASKIA STREET,MENARD,62259,37.9126856911675,-89.8419781658563,RANDOLPH,17157,STATE,2213,MAXIMUM,3881,private,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx
292,Illinois,MMC CHICAGO,Federal Prison,NA,NA,NA,NA,NA,NA,NA,17031,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
1703,Illinois,MURPHYSBORO,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx
514,Illinois,NORTH LAWNDALE ATC,Prison,10000636,2839 WEST FILLMORE STREET,CHICAGO,60612,41.868038,-87.697785,COOK,17031,STATE,200,MINIMUM,208,NA,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx
1479,Illinois,PAROLE,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx
1432,Illinois,PEKIN FCI,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
1480,Illinois,PEORIA ATC,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx
1481,Illinois,PINCKNEYVILLE,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx
515,Illinois,PONTIAC,Prison,10000655,700 WEST LINCOLN STREET,PONTIAC,61764,40.8692835462051,-88.6360368898148,LIVINGSTON,17105,STATE,780,MAXIMUM,2947,private,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx
1482,Illinois,ROBINSON,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx
315,Illinois,RRC CHICAGO IL,Federal Prison,NA,NA,NA,NA,NA,NA,NA,17031,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
1803,Illinois,SHAWNEE,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx
516,Illinois,SHERIDAN,Prison,10000652,4017 EAST 2603 ROAD,SHERIDAN,60551,41.5160491248661,-88.6846597526037,LA SALLE,17099,STATE,1558,MEDIUM,2740,private,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx
517,Illinois,SOUTHWESTERN IL,Prison,10000685,950 KINGSHIGHWAY ST,EAST ST LOUIS,62203,38.616913022869,-90.0908181965704,ST CLAIR,17163,STATE,471,MINIMUM,763,private,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx
518,Illinois,STATEVILLE,Prison,10000647,16830 SOUTH BROADWAY STREET,JOLIET,60434,41.5787377762752,-88.0945626662689,WILL,17197,STATE,1173,MAXIMUM,3759,private,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx
519,Illinois,STATEVILLE NRC,Prison,10000647,16830 SOUTH BROADWAY STREET,JOLIET,60434,41.5787377762752,-88.0945626662689,WILL,17197,STATE,1173,MAXIMUM,3759,private,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx
1483,Illinois,TAYLORVILLE,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx
339,Illinois,THOMSON USP,Federal Prison,10000633,1100 ONE MILE ROAD,THOMSON,61285,41.9729661930647,-90.1092988109682,CARROLL,17015,FEDERAL,703,MAXIMUM,703,BOP,https://www.bop.gov/coronavirus/
1804,Illinois,VANDALIA,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx
1484,Illinois,VIENNA,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx
520,Illinois,WESTERN IL,Prison,10000667,2500 RT 99 SOUTH,MOUNT STERLING,62353,39.9628569645,-90.7539665681765,BROWN,17009,STATE,1533,MEDIUM,2175,private,https://www2.illinois.gov/idoc/facilities/Pages/Covid19Response.aspx
521,Indiana,BRANCHVILLE BTC,Prison,10001075,21390 OLD STATE RD 37,BRANCHVILLE,47514,38.1513782759866,-86.5998005602644,PERRY,18123,STATE,1460,MEDIUM,1485,private,https://www.in.gov/idoc/3780.htm
522,Indiana,BRANCHVILLE CORRECTIONAL FACILITY,Prison,NA,NA,NA,NA,NA,NA,NA,18123,NA,NA,NA,NA,NA,https://www.in.gov/idoc/3780.htm
179,Indiana,CASS COUNTY JAIL RRC,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
1485,Indiana,CENTRAL OFFICE,Administrative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.in.gov/idoc/3780.htm
523,Indiana,CHAIN OLAKES COL,Prison,10004895,3516 E 75 SOUTH,ALBION,46701,41.337010276257,-85.3531025328601,NOBLE,18113,STATE,119,MINIMUM,125,private,https://www.in.gov/idoc/3780.htm
1622,Indiana,COMMUNITY EDUCATION CENTERS IN,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
524,Indiana,CORRECTIONAL INDUSTRIAL CIF,Prison,10001060,5124 W REFORMATORY RD,PENDLETON,46064,39.9759849418104,-85.7713590923608,MADISON,18095,STATE,1420,MEDIUM,1449,private,https://www.in.gov/idoc/3780.htm
525,Indiana,EDINBURGH CORRECTION FACILITY JOHNSON COUNTY,Prison,NA,NA,NA,NA,NA,NA,NA,18081,NA,NA,NA,NA,NA,https://www.in.gov/idoc/3780.htm
526,Indiana,EDINBURGH JCU,Prison,10004920,PO BOX 470 23RD  SCHOOLHOUSE RD,EDINBURGH,46124,39.3514530197433,-86.0386027031857,JOHNSON,18081,STATE,315,MINIMUM,344,private,https://www.in.gov/idoc/3780.htm
527,Indiana,HERITAGE TRAIL CORRECTIONAL FACILITY,Prison,NA,NA,NA,NA,NA,NA,NA,18063,NA,NA,NA,NA,NA,https://www.in.gov/idoc/3780.htm
529,Indiana,INDIANA STATE PRISON ISP,Prison,10005599,1 PARK ROW,MICHIGAN CITY,46360,41.7034308928386,-86.917316898434,LAPORTE,18091,STATE,2300,MAXIMUM,2300,private,https://www.in.gov/idoc/3780.htm
531,Indiana,INDIANA WOMEN S PRISON MARION COUNTY,Prison,NA,NA,NA,NA,NA,NA,NA,18097,NA,NA,NA,NA,NA,https://www.in.gov/idoc/3780.htm
530,Indiana,INDIANA WOMENS PRISON IWP,Prison,10001065,2596 GIRLS SCHOOL ROAD,INDIANAPOLIS,46214,39.8009401842097,-86.2918979464388,MARION,18097,STATE,609,MAXIMUM,2300,private,https://www.in.gov/idoc/3780.htm
532,Indiana,LAPORTE JUVENILE LPJ,Prison,10001053,809 STATE ST,LA PORTE,46350,41.6120623102204,-86.7229225949385,LAPORTE,18091,COUNTY,314,NA,NA,private,https://www.in.gov/idoc/3780.htm
533,Indiana,LOGANSPORT INTAKE LCU,Prison,10004903,1118 S STATE RD 25,LOGANSPORT,46947,40.7415460586947,-86.4015230939224,CASS,18017,STATE,157,JUVENILE,92,private,https://www.in.gov/idoc/3780.htm
534,Indiana,LOGANSPORT JUVENILE LJCF,Juvenile Services,NA,729 HIGH ST,LOGANSPORT,46947,40.7568407,-86.3609214,NA,18017,NA,NA,NA,NA,NA,https://www.in.gov/idoc/3780.htm
535,Indiana,LOGANSPORT LJCF,Prison,10004903,1118 S STATE RD 25,LOGANSPORT,46947,40.7415460586947,-86.4015230939224,CASS,18017,STATE,157,JUVENILE,92,private,https://www.in.gov/idoc/3780.htm
536,Indiana,MADISON MCU,Prison,10006545,1130 MSH 4TH STREET,MADISON,47250,38.7477811592524,-85.4004705149676,JEFFERSON,18077,STATE,44,JUVENILE,167,private,https://www.in.gov/idoc/3780.htm
537,Indiana,MIAMI MCF,Prison,10001059,3038 W 850 S,BUNKER HILL,46914,40.6459300994516,-86.1353004068465,MIAMI,18103,STATE,3150,MAXIMUM,3150,private,https://www.in.gov/idoc/3780.htm
538,Indiana,NEW CASTLE NCCF,Prison,10004913,1000 VAN NUYS RD,NEW CASTLE,47362,39.9623778786047,-85.3702254052184,HENRY,18065,STATE,3100,MEDIUM,3100,private,https://www.in.gov/idoc/3780.htm
539,Indiana,PENDLETON ISR,Prison,10001061,4490 W REFORMATORY RD,PENDLETON,46064,39.9833811156233,-85.7608570226343,MADISON,18095,STATE,1800,MAXIMUM,1800,private,https://www.in.gov/idoc/3780.htm
540,Indiana,PENDLETON JUVENILE PNJ,Prison,10001062,9310 S STATE RD 67,PENDLETON,46064,39.969070672232,-85.7745804453376,MADISON,18095,STATE,188,MAXIMUM,391,private,https://www.in.gov/idoc/3780.htm
541,Indiana,PLAINFIELD CORRECTIONAL FACILITY HENDRICKS COUNTY,Prison,NA,NA,NA,NA,NA,NA,NA,18063,NA,NA,NA,NA,NA,https://www.in.gov/idoc/3780.htm
542,Indiana,PLAINFIELD IYC,Prison,10001067,737 MOON RD,PLAINFIELD,46168,39.6889997248354,-86.4160404640473,HENDRICKS,18063,STATE,400,NA,695,private,https://www.in.gov/idoc/3780.htm
543,Indiana,PUTNAMVILLE ISF,Prison,10001071,1946 W US HWY 40,GREENCASTLE,46135,39.5650372576402,-86.8866648761438,PUTNAM,18133,STATE,1950,MEDIUM,2510,private,https://www.in.gov/idoc/3780.htm
544,Indiana,RECEPTION DIAGNOSTIC RDC,Prison,10001067,737 MOON RD,PLAINFIELD,46168,39.6889997248354,-86.4160404640473,HENDRICKS,18063,STATE,400,NA,695,private,https://www.in.gov/idoc/3780.htm
545,Indiana,ROCKVILLE RTC,Prison,10001063,811 W 50 N,ROCKVILLE,47872,39.774315714295,-87.2543471684695,PARKE,18121,STATE,1000,MEDIUM,1269,private,https://www.in.gov/idoc/3780.htm
546,Indiana,SOUTH BEND COMMUNITY SBCRC,Prison,10001054,4650 OLD CLEVELAND RD,SOUTH BEND,46628,41.7215113008718,-86.3120723002771,ST JOSEPH,18141,STATE,150,MINIMUM,172,private,https://www.in.gov/idoc/3780.htm
1834,Indiana,SOUTH BEND SBWC,RRC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.in.gov/idoc/3780.htm
547,Indiana,STATEWIDE,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.in.gov/idoc/3780.htm
333,Indiana,TERRE HAUTE FCI,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
1708,Indiana,TERRE HAUTE USP,Federal Prison,10004923,4700 BUREAU RD S,TERRE HAUTE,47802,NA,NA,VIGO,18167,FEDERAL,1355,MAXIMUM,1355,NA,https://www.bop.gov/coronavirus/
350,Indiana,VOLUNEERS OF AMERICA INC RRC INDIANAPOLIS,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
548,Indiana,WABASH VALLEY WVCF,Prison,10001072,6908 S OLD US HWY 41,CARLISLE,47838,38.9779291164484,-87.4003028739827,SULLIVAN,18153,STATE,2000,MAXIMUM,2000,private,https://www.in.gov/idoc/3780.htm
549,Indiana,WESTVILLE CORRECTIONAL FACILITY,Prison,NA,NA,NA,NA,NA,NA,NA,18091,NA,NA,NA,NA,NA,https://www.in.gov/idoc/3780.htm
550,Indiana,WESTVILLE WCC,Prison,10001051,5501 S 1100 W,WESTVILLE,46391,41.5257525654292,-86.908084952127,LAPORTE,18091,STATE,3200,MEDIUM,3200,private,https://www.in.gov/idoc/3780.htm
551,Iowa,ANAMOSA,Prison,10001082,406 N HIGH ST,ANAMOSA,52205,42.1112907096043,-91.2912720247299,JONES,19105,STATE,927,MAXIMUM,911,private,https://doc.iowa.gov/COVID19
552,Iowa,CLARINDA,Prison,10001099,2000 NORTH 16TH STREET,CLARINDA,51632,40.7624909396464,-95.0358256253359,PAGE,19145,STATE,1002,MEDIUM,961,private,https://doc.iowa.gov/COVID19
553,Iowa,FORT DODGE,Prison,10001077,1550 L STREET,FORT DODGE,50501,42.4848925208666,-94.1960925265692,WEBSTER,19187,STATE,1296,MEDIUM,1162,private,https://doc.iowa.gov/COVID19
554,Iowa,ICIW,Prison,10001087,420 MILL STREET SOUTHWEST,MITCHELLVILLE,50169,41.6629957920549,-93.3661037033624,POLK,19153,STATE,711,MEDIUM,774,private,https://doc.iowa.gov/COVID19
555,Iowa,IMCC,Prison,10001091,2700 CORAL RIDGE AVE,CORALVILLE,52241,41.713695970718,-91.6118258503199,JOHNSON,19103,STATE,894,MEDIUM,585,private,https://doc.iowa.gov/COVID19
556,Iowa,ISP,Prison,10001100,2111 330TH AVENUE,FORT MADISON,52627,40.6536188269723,-91.3032678912847,LEE,19111,STATE,688,MAXIMUM,772,private,https://doc.iowa.gov/COVID19
557,Iowa,MT PLEASANT,Prison,10001096,1200 EAST WASHINGTON STREET,MOUNT PLEASANT,52641,40.9558138383107,-91.5361735821262,HENRY,19087,STATE,1000,MINIMUM,776,private,https://doc.iowa.gov/COVID19
558,Iowa,NEWTON,Prison,10001090,307 SOUTH 60TH AVENUE WEST,NEWTON,50208,41.6271702177751,-93.0569685104879,JASPER,19099,STATE,1292,MEDIUM,1014,private,https://doc.iowa.gov/COVID19
559,Iowa,NORTH CENTRAL,Prison,10001080,313 LANEDALE,ROCKWELL CITY,50579,42.3922276229634,-94.6043766725378,CALHOUN,19025,STATE,485,MINIMUM,245,private,https://doc.iowa.gov/COVID19
1772,Iowa,POLK COUNTY JAIL,Jail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doc.iowa.gov/COVID19
560,Iowa,STATEWIDE,Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doc.iowa.gov/COVID19
336,Iowa,THE FIFTH JUDICIAL DISTRICT OF DES MOINES RRC,Federal Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
561,Kansas,EL DORADO,Prison,10001045,1737 SOUTHEAST UNITED STATES HIGHWAY 54,EL DORADO,67042,37.8032567271634,-96.8171326066807,BUTLER,20015,STATE,1503,MEDIUM,1693,private,https://www.doc.ks.gov/kdoc-coronavirus-updates/kdoc-covid-19-status
562,Kansas,ELLSWORTH,Prison,10001040,1607 STATE STREET,ELLSWORTH,67439,38.7430114711192,-98.2321500791163,ELLSWORTH,20053,STATE,905,MAXIMUM,913,private,https://www.doc.ks.gov/kdoc-coronavirus-updates/kdoc-covid-19-status
256,Kansas,GEO REENTRY INC RRC LEAVENWORTH,Federal Prison,NA,NA,NA,NA,NA,NA,NA,20103,NA,NA,NA,NA,NA,https://www.bop.gov/coronavirus/
563,Kansas,HUTCHINSON,Prison,10001043,500 REFORMATORY STREET,HUTCHINSON,67504,38.0445847573801,-97.910735785867,RENO,20155,STATE,1114,MAXIMUM,1106,private,https://www.doc.ks.gov/kdoc-coronavirus-updates/kdoc-covid-19-status
564,Kansas,KJCC,Prison,10001034,1430 NORTHWEST 25TH STREET,TOPEKA,66618,39.0967872890694,-95.684233674512,SHAWNEE,20177,STATE,185,JUVENILE,235,private,https://www.doc.ks.gov/kdoc-coronavirus-updates/kdoc-covid-19-status
565,Kansas,LANSING,Prison,10001030,301 EAST KANSAS AVE,LANSING,66043,39.2519041127165,-94.8913045507306,LEAVENWORTH,20103,STATE,614,MINIMUM,628,private,https://www.doc.ks.gov/kdoc-coronavirus-updates/kdoc-covid-19-status
566,Kansas,LARNED,Prison,10001830,1318 STATE HIGHWAY 264,LARNED,67550,38.177107868988,-99.1510129373541,PAWNEE,20145,STATE,218,MAXIMUM,310,private,https://www.doc.ks.gov/kdoc-coronavirus-updates/kdoc-covid-19-status
